StartDate,ParkName,Phone,MovieName,MovieClosedCaption,MovieRating,ParkAddress,CommunityAreas,ZipCode,Wards,Year,Weekday,longitude,latitude,month
2015-07-17,Clarendon Park Community Center,(312) 742-7512,The Goonies,Yes,PG,"4501 N. Clarendon Ave. Chicago IL 60640
Chicago, IL 60640
(41.96364594, -87.64994812)",31,60640,39,2015,Friday,-87.6486024,41.9633603,Jul
2015-07-13,Calumet Park,(312) 747-6039,The Lego Movie,Yes,PG,"9801 S Avenue G Chicago, IL 60617
Chicago, IL 60617
(41.71755765, -87.53148079)",49,60617,47,2015,Monday,-87.6607948,41.6628909,Jul
2015-07-06,Clark (John) Park,(773) 287-7794,X-Men: Days of Future Past,Yes,PG-13,"4615 W. Jackson Blvd. Chicago IL 60644
Chicago, IL 60644
(41.8767395, -87.7410202)",26,60644,23,2015,Monday,-87.7411149,41.8762631,Jul
2015-06-29,Calumet Park,(312) 747-6039,Homeward Bound,Yes,G,"9801 S Avenue G Chicago, IL 60617
Chicago, IL 60617
(41.71755765, -87.53148079)",49,60617,47,2015,Monday,-87.6607948,41.6628909,Jun
2015-08-19,South Shore Cultural Center,(773) 256-0149,Grease,Yes,PG,"7059 S. South Shore Dr. Chicago IL 6064960649
(41.76674652, -87.56651306)",39,60649,33,2015,Wednesday,-87.5635963,41.7691802,Aug
2015-08-25,"Ward, A. Montgomery Park",(312) 742-7895,Frozen Sing-A-Long,Yes,PG,"630 N. Kingsbury St. Chicago IL 60606
Chicago, IL 60606
(41.89364243, -87.64193726)",37,60606,36,2015,Tuesday,-87.6422346,41.89351,Aug
2015-08-20,Rowan Park,(773) 646-3180,Jumanji,N/A,PG,"11546 S. Avenue L Chicago IL 60617
Chicago, IL 60617
(41.68553543, -87.53646851)",49,60617,47,2015,Thursday,-87.5380528,41.685848,Aug
2015-08-24,Park No. 551,(312) 742-7895,Grease,Yes,PG-13,"353 N. DesPlaines St. Chicago IL 60611
Chicago, IL 60611
(41.88835526, -87.64409637)",29,60611,36,2015,Monday,-87.6436583,41.8887785,Aug
2015-08-16,Steelworkers Park,(312) 742-6651,The Hunger Games,Yes,PG-13,"East 87th at Lake Michigan Chicago IL 60619
Chicago, IL 60619
(41.73539783, -87.52882004)",,60619,,2015,Sunday,-87.5311446,41.7380542,Aug
2015-08-27,Chase Park,(312) 742-7518,Bill and Ted's Excellent Adventure,N/A,PG,"4701 N. Ashland Ave. Chicago IL 60640
Chicago, IL 60640
(41.96714783, -87.66930389)",31,60640,18,2015,Thursday,-87.6682323,41.9675376,Aug
2015-06-30,Dunham Park,(773) 685-3257,Spare Parts,N/A,PG-13,"4638 N. Melvina Ave. Chicago IL 60630
Chicago, IL 60630
(41.96598053, -87.78197479)",15,60630,19,2015,Tuesday,-87.7844106,41.9658131,Jun
2015-07-28,Chicago Women's Park and Gardens,(312) 328-0821,Big Hero 6,Yes,PG,"1801 S Indiana Ave Chicago, IL 60616
Chicago, IL 60616
(41.85781097, -87.62203979)",34,60616,9,2015,Tuesday,-87.6220159,41.8576592,Jul
2015-07-23,Chase Park,(312) 742-7518,Sixteen Candles,N/A,R,"4701 N. Ashland Ave. Chicago IL 60640
Chicago, IL 60640
(41.96714783, -87.66930389)",31,60640,18,2015,Thursday,-87.6682323,41.9675376,Jul
2015-06-25,Graver Park,(312) 747-6163,The Boxtrolls,Yes,PG,"1518 W. 102nd Pl. Chicago IL 60643
Chicago, IL 60643
(41.70744705, -87.66044617)",71,60643,42,2015,Thursday,-87.6606811,41.7078354,Jun
2015-07-11,Loyola Park,(773) 262-8605,The Lego Movie,Yes,PG,"1230 W. Greenleaf Ave. Chicago IL 60626
Chicago, IL 60626
(42.01041412, -87.66117859)",10,60626,5,2015,Saturday,-87.6619076,42.0117116,Jul
2015-06-26,Tilton Park,(773) 287-0806,Selma,Yes,PG-13,"305 N. Kostner Ave. Chicago IL 60624
Chicago, IL 60624
(41.88605499, -87.73561859)",27,60624,23,2015,Friday,-71.5943525,43.4429844,Jun
2015-08-26,South Shore Cultural Center,(773) 256-0149,The Wiz,Yes,G,"7059 S. South Shore Dr. Chicago IL 6064960649
(41.76674652, -87.56651306)",39,60649,33,2015,Wednesday,-87.5635963,41.7691802,Aug
2015-08-18,Senka Park,(312) 747-4386,Teenage Mutant Ninja Turtles (2014),Yes,PG-13,"5656 S. St. Louis Ave. Chicago IL 60629
Chicago, IL 60629
(41.79055023, -87.71083069)",61,60629,8,2015,Tuesday,-87.7121252,41.7914942,Aug
2015-08-04,Douglas Park,(773) 762-2842,Strange Magic,Yes,PG,"1401 S. Sacramento Dr. Chicago IL 60623
Chicago, IL 60623
(41.86323547, -87.70204926)",30,60623,14,2015,Tuesday,-90.5855547,41.4959413,Aug
2015-07-13,Lake Meadows Park,(312) 747-6287,Back to the Future Part II,Yes,PG,"3117 S. Rhodes Ave. Chicago IL 60616
Chicago, IL 60616
(41.83804321, -87.61347198)",1,60616,10,2015,Monday,-87.6120735,41.8371075,Jul
2015-06-12,Bauler Playlot Park,(312) 742-7898,How to Train Your Dragon 2,Yes,PG,"501 W Wisconsin St Chicago, IL 60614
Chicago, IL 60614
(41.91645432, -87.64118195)",68,60614,34,2015,Friday,-87.6417761,41.9162994,Jun
2015-08-14,Fosco Park,(312) 746-5086,Rio 2,Yes,G,"1312 S. Racine Ave, Chicago IL 60608
Chicago, IL 60608
(41.86500168, -87.6566391)",29,60608,26,2015,Friday,-87.6571882,41.8645051,Aug
2015-08-07,Green Briar Park,(773) 761-0582,Night at the Museum: Secret of the Tomb,Yes,PG,"2650 W. Peterson Ave. Chicago IL 60659
Chicago, IL 60659
(41.99058914, -87.69587708)",20,60659,24,2015,Friday,-87.696404,41.9913324,Aug
2015-08-23,Oz Park,(312) 742-7898,The Wizard of Oz,Yes,G,"2021 N. Burling St. Chicago IL 60614
Chicago, IL 60614
(41.92099187, -87.64469862)",68,60614,34,2015,Sunday,-87.6456607,41.9208947,Aug
2015-06-17,Garfield Park Conservatory,(773) 638-1766,"Honey, I Shrunk the Kids",Yes,PG,"300 N Central Park Ave Chicago, IL 60624
Chicago, IL 60624
(41.88751984, -87.71611023)",28,60624,23,2015,Wednesday,-87.7172554,41.8862729,Jun
2015-07-08,Calumet Park,(312) 747-6039,A Latino Film Festival Selection,Yes,NR,"9801 S Avenue G Chicago, IL 60617
Chicago, IL 60617
(41.71755765, -87.53148079)",49,60617,47,2015,Wednesday,-87.6607948,41.6628909,Jul
2015-07-02,Broncho Billy Playlot Park,(312) 742-7802,Strange Magic,N/A,PG,"4437 N Magnolia Ave Chicago, IL 60640
Chicago, IL 60640
(41.96285248, -87.66093445)",31,60640,39,2015,Thursday,-87.6606561,41.9627556,Jul
2015-06-19,Peterson Park,(312) 742-7584,The Boxtrolls,Yes,PG,"5801 N. Pulaski Rd. Chicago IL 60646
Chicago, IL 60646
(41.98551559, -87.7227478)",13,60646,38,2015,Friday,-87.7203402,41.9881794,Jun
2015-07-29,Hermosa Park,(312) 742-7540,A Latino Film Festival Selection,Yes,NR,"2240 N. Kilbourn Ave. Chicago IL 60639
Chicago, IL 60639
(41.92153931, -87.73892212)",21,60639,44,2015,Wednesday,-87.7403457,41.9219812,Jul
2015-07-24,Indian Boundary Park,(773) 764.0338,"Looney Tunes Collection (Corny Concerto, Foney Fables, Hollywood Steps Out, Little Red Riding Rabbit, Rabbit of Seville, Rocket Bye Baby, Bugs' Bonnets)",No,NR,"2500 W. Lunt Ave., Chicago IL 60645
Chicago, IL
(42.0086174, -87.69226074)",20,,27,2015,Friday,-87.6932545,42.0094477,Jul
2015-08-06,Hayes Park,(312) 747-6177,Get On Up,Yes,PG-13,"2936 W. 85th St. Chicago IL 60652
Chicago, IL 60652
(41.73907852, -87.69678497)",69,60652,30,2015,Thursday,-87.6969091,41.7404584,Aug
2015-07-15,Piotrowski Park,(312) 747-6608,A Latino Film Festival Selection,Yes,NR,"4247 W. 31st St. Chicago IL 60623
Chicago, IL 60623
(41.8367424, -87.730896)",32,60623,28,2015,Wednesday,-87.7309295,41.8348342,Jul
2015-08-13,Dunbar Park,(312) 747-5962,Annie (2014),Yes,PG,"300 E. 31st St. Chicago IL 60616
Chicago, IL 60616
(41.83839417, -87.62062836)",1,60616,10,2015,Thursday,-87.6208001,41.8399244,Aug
2015-06-16,Kedvale Park,(312) 742-7543,Maleficent,Yes,PG,"4134 W. Hirsch St. Chicago IL 60651
Chicago, IL 60651
(41.90628052, -87.73006439)",24,60651,49,2015,Tuesday,-87.7300436,41.9065878,Jun
2015-07-21,Lincoln Park,(312) 742-7726,Wayne's World,No,PG-13,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)",68,60614,34,2015,Tuesday,-87.6487783,41.9254701,Jul
2015-08-05,Loyola Park,(773) 262-8605,A Latino Film Festival Selection,Yes,NR,"1230 W. Greenleaf Ave. Chicago IL 60626
Chicago, IL 60626
(42.01041412, -87.66117859)",10,60626,5,2015,Wednesday,-87.6619076,42.0117116,Aug
2015-07-21,Haas Park,(312) 742-7552,Strange Magic,N/A,PG,"2402 N. Washtenaw Ave. Chicago IL 60647
Chicago, IL 60647
(41.92525609, -87.6952435)",23,60647,41,2015,Tuesday,-87.6961085,41.9251799,Jul
2015-07-25,Pulaski Park,(312) 742-7559,The Lego Movie,Yes,PG,"1419 W. Blackhawk St. Chicago IL 60642
Chicago, IL 60642
(41.90703583, -87.66342163)",25,60642,11,2015,Saturday,-87.6634095,41.906761,Jul
2015-09-02,Garfield Park Conservatory,(773) 638-1766,Ferngully: The Last Rainforest,Yes,G,"300 N Central Park Ave Chicago, IL 60624
Chicago, IL 60624
(41.88751984, -87.71611023)",28,60624,23,2015,Wednesday,-87.7172554,41.8862729,Sep
2015-08-08,Edgebrook Park,(773) 631-7461,The Goonies,Yes,PG,"6525 N. Hiawatha Ave. Chicago IL 60646
Chicago, IL 60646
(41.99946594, -87.76202393)",12,60646,29,2015,Saturday,-87.7616809,42.0007011,Aug
2015-06-20,Washington Park,(773) 256-1248,Annie (2014),Yes,PG,"5531 S. Martin Luther King Dr. Chicago, IL 60637
Chicago, IL 60637
(41.79378891, -87.61591339)",7,60637,4,2015,Saturday,-95.932138,36.7152787,Jun
2015-06-04,Broncho Billy Playlot Park,(312) 742-7802,Space Jam,N/A,PG,"4437 N Magnolia Ave Chicago, IL 60640
Chicago, IL 60640
(41.96285248, -87.66093445)",31,60640,39,2015,Thursday,-87.6606561,41.9627556,Jun
2015-08-29,Berger Park Cultural Center,(773) 761-0376,Who Framed Roger Rabbit,Yes,PG,"6205 N Sheridan Rd Chicago, IL 60660
Chicago, IL 60660
(41.99475861, -87.65554047)",76,60660,16,2015,Saturday,-87.6551161,41.9948704,Aug
2015-08-14,Independence Park,(773) 478-3538,Grease [sing-a-long],N/A,PG-13,"3945 N. Springfield Ave. Chicago IL 60618
Chicago, IL 60618
(41.95268631, -87.72504425)",16,60618,50,2015,Friday,-87.7237263,41.9526374,Aug
2015-07-25,Emmerson Park,(773) 761-0433,Dolphin Tale 2,Yes,PG,"1820 W. Granville Ave. Chicago IL 60660
Chicago, IL 60660
(41.99436951, -87.67577362)",20,60660,24,2015,Saturday,-87.6770938,41.9948698,Jul
2015-08-06,Austin Town Hall Park,(773) 287-7658,42,Yes,PG-13,"5610 W Lake St Chicago, IL 60644
Chicago, IL 60644
(41.88805771, -87.76578522)",26,60644,7,2015,Thursday,-87.7657791,41.888194,Aug
2015-06-23,"Ward, A. Montgomery Park",(312) 742-7895,Into the Woods,Yes,PG,"630 N. Kingsbury St. Chicago IL 60606
Chicago, IL 60606
(41.89364243, -87.64193726)",37,60606,36,2015,Tuesday,-87.6422346,41.89351,Jun
2015-06-16,"Ward, A. Montgomery Park",(312) 742-7895,Unbroken,Yes,PG-13,"630 N. Kingsbury St. Chicago IL 60606
Chicago, IL 60606
(41.89364243, -87.64193726)",37,60606,36,2015,Tuesday,-87.6422346,41.89351,Jun
2015-07-31,Garfield Park,(312) 746-5092,Ghostbusters,Yes,PG,"100 N Central Park Ave Chicago, IL 60624
Chicago, IL 60624
(41.88142014, -87.71589661)",28,60624,23,2015,Friday,-87.7172554,41.8862729,Jul
2015-08-23,Holstein Park,(312) 742-7554,Big Hero 6,Yes,PG,"2200 N. Oakley Ave. Chicago IL 60647
Chicago, IL 60647
(41.9219017, -87.68556213)",23,60647,40,2015,Sunday,-87.6850684,41.921348,Aug
2015-08-20,Tuley Park,(312) 747-6763,Dawn of the Planet of the Apes,Yes,PG-13,"501 E. 90th Pl. Chicago IL 60619
Chicago, IL 60619
(41.73011017, -87.61437988)",40,60619,43,2015,Thursday,-87.6120906,41.7302432,Aug
2015-07-10,Hamilton Park,(312) 747-6174,Annie (2014),Yes,PG,"513 W. 72nd St. Chicago IL 60621
Chicago, IL 60621
(41.76344299, -87.63769531)",66,60621,32,2015,Friday,-96.7637116,32.9171005,Jul
2015-08-11,Daniel Webster Park,(312) 257-4486,The Princess Bride,Yes,PG,"1401 S Indiana Ave Chicago, IL 60605
Chicago, IL 60605
(41.86395645, -87.62201691)",34,60605,9,2015,Tuesday,-87.6217023,41.8644693,Aug
2015-06-26,Mayfair Park,(773) 685-3361,The Princess Bride,N/A,PG,"4550 W. Sunnyside Ave. Chicago IL 60630
Chicago, IL 60630
(41.96262741, -87.74201202)",16,60630,38,2015,Friday,-87.7420401,41.9630974,Jun
2015-08-25,Kilbourn Park,(773) 685-3351,Finding Nemo,N/A,G,"3501 N. Kilbourn Ave. Chicago IL 60641
Chicago, IL 60641
(41.94442749, -87.73962402)",16,60641,21,2015,Tuesday,-87.7389881,41.9440637,Aug
2015-07-18,Armstrong Park,(312) 747-7138,The Single Moms Club,Yes,PG-13,"4433 S St Lawrence Ave Chicago, IL 60653
Chicago, IL 60653
(41.81406021, -87.61099243)",4,60653,9,2015,Saturday,-90.0677536,29.9627574,Jul
2015-07-08,Oriole Park,(773) 631-6197,Dolphin Tale 2,Yes,PG,"5430 N. Olcott Ave. Chicago IL 60656
Chicago, IL 60656
(41.97828293, -87.81445313)",36,60656,29,2015,Wednesday,-87.815456,41.9795107,Jul
2015-08-21,Mayfair Park,(773) 685-3361,Big Hero 6,N/A,PG,"4550 W. Sunnyside Ave. Chicago IL 60630
Chicago, IL 60630
(41.96262741, -87.74201202)",16,60630,38,2015,Friday,-87.7420401,41.9630974,Aug
2015-08-04,River Park,(312) 742-7516,The Lego Movie,Yes,PG,"5100 N. Francisco Ave. Chicago IL 60611
Chicago, IL 60611
(41.97340012, -87.70230865)",6,60611,24,2015,Tuesday,-95.9845085,36.0822916,Aug
2015-06-12,Armour Square Park,(312) 747-6012,The Wizard of Oz,Yes,G,"3309 S Shields Ave Chicago, IL 60616
Chicago, IL 60616
(41.83438492, -87.63520813)",35,60616,48,2015,Friday,-87.6339586,41.8335824,Jun
2015-06-25,Sumner Park,(312) 746-5394,Annie (2014),Yes,PG,"4320 W 5th Ave Chicago, IL 60624
Chicago, IL 60624
(41.87060928, -87.73418427)",27,60624,14,2015,Thursday,-84.4517248,33.6850924,Jun
2015-08-12,Harrison Park,(312) 746-5491,A Latino Film Festival Selection,Yes,NR,"1824 S. Wood St. Chicago IL 60608
Chicago, IL 60608
(41.85699081, -87.67106628)",33,60608,26,2015,Wednesday,-97.222816,37.6680039,Aug
2015-08-03,Jackson Park,(773) 256.0903,To Kill a Mockingbird,Yes,NR,"6401 S Stony Island Ave Chicago, IL 60637
Chicago, IL 60637
(41.77771378, -87.58693695)",9,60637,33,2015,Monday,-95.8488142,36.0328632,Aug
2015-06-14,Holstein Park,(312) 742-7554,Jurassic Park,"","","2200 N. Oakley Ave. Chicago IL 60647
Chicago, IL 60647
(41.9219017, -87.68556213)",23,60647,40,2015,Sunday,-87.6850684,41.921348,Jun
2015-07-11,Oz Park,(312) 742-7898,Casablanca,Yes,PG,"2021 N. Burling St. Chicago IL 60614
Chicago, IL 60614
(41.92099187, -87.64469862)",68,60614,34,2015,Saturday,-87.6456607,41.9208947,Jul
2015-08-28,Golden Gate Park,(312) 747-6047,The Avengers,Yes,PG-13,"13000 S. Eberhart Ave. Chicago IL 60627
Chicago, IL 60627
(41.65910339, -87.61064911)",51,60627,43,2015,Friday,-122.4862138,37.7694208,Aug
2015-06-27,Columbus Park,(773) 287-7641,Step Up All In,Yes,PG-13,"500 S. Central Ave. Chicago, IL 60644
Chicago, IL 60644
(41.87285233, -87.76467896)",26,60644,7,2015,Saturday,-74.0000483,40.7155353,Jun
2015-08-15,Bosley Playground Park,(312) 747-6026,Back to the Future,Yes,PG,"3044 S Bonfield St Chicago, IL 60608
Chicago, IL 60608
(41.83930206, -87.65362549)",58,60608,48,2015,Saturday,-87.6534045,41.8386184,Aug
2015-07-07,Skinner Park,(312) 746-5560,Annie (2014),Yes,PG,"1331 W Monroe St Chicago IL 60607
Chicago, IL 60607
(41.88011364, -87.66196489)",29,60607,46,2015,Tuesday,-87.6615589,41.8796407,Jul
2015-07-17,Lindblom Park,(312) 747-6443,Dumb & Dumber To,Yes,PG-13,"6054 S. Damen Ave. Chicago IL 60636
Chicago, IL 60636
(41.78319931, -87.6741333)",65,60636,2,2015,Friday,-87.6749586,41.7842469,Jul
2015-07-29,Union Park,(312) 746-5494,How to Train Your Dragon 2,Yes,PG,"1501 W. Randolph St. Chicago IL 60607
Chicago, IL 60607
(41.88421249, -87.66551971)",29,60607,46,2015,Wednesday,-87.6655371,41.8839452,Jul
2015-07-23,Commercial Club Playground,(312) 742-7558,Big Hero 6,Yes,PG,"1845 W. Rice St. Chicago IL 60622
Chicago, IL 60622
(41.89686584, -87.67324829)",25,60622,41,2015,Thursday,-87.6738079,41.896629,Jul
2015-06-13,Oz Park,(312) 742-7898,The Sandlot 2,Yes,PG,"2021 N. Burling St. Chicago IL 60614
Chicago, IL 60614
(41.92099187, -87.64469862)",68,60614,34,2015,Saturday,-87.6456607,41.9208947,Jun
2015-08-07,Touhy Park,(773) 262-6737,Frozen,N/A,PG,"7348 N. Paulina St. Chicago IL 60626
Chicago, IL 60626
(42.0148735, -87.67243958)",10,60626,5,2015,Friday,-87.6737628,42.0147467,Aug
2015-06-26,Athletic Field Park,(773) 478-2889,The Lego Movie,N/A,PG,"3546 W Addison St Chicago, IL 60618
Chicago, IL 60618
(41.94668198, -87.71703339)",16,60618,12,2015,Friday,-87.7170061,41.9475944,Jun
2015-06-18,Maplewood Playlot Park,(312) 742-0041,The Boxtrolls,Yes,PG,"1640 N.Maplewood Ave. Chicago IL 60647
Chicago, IL 60647
(41.9112854, -87.69094086)",25,60647,41,2015,Thursday,-87.6912396,41.911554,Jun
2015-08-03,Wentworth Gardens Park,(312) 747-6996,Annie (2014),Yes,PG,"3770 S. Wentworth Ave. Chicago IL 60609
Chicago, IL 60609
(41.82579803, -87.6313858)",35,60609,9,2015,Monday,-87.6316716,41.8254222,Aug
2015-07-06,Nat King Cole Park,(312) 747-6063,The Amazing Spider-Man,Yes,PG-13,"361 E. 85th St. Chicago IL 60619
Chicago, IL 60619
(41.74013519, -87.61564636)",40,60619,32,2015,Monday,-87.6153444,41.7391871,Jul
2015-08-27,Chicago Women's Park and Gardens,(312) 328-0821,The Incredibles,No,PG,"1801 S Indiana Ave Chicago, IL 60616
Chicago, IL 60616
(41.85781097, -87.62203979)",34,60616,9,2015,Thursday,-87.6220159,41.8576592,Aug
2015-07-21,Grand Crossing Park,(312) 747-6158,Get On Up,Yes,PG-13,"7655 S. Ingleside Ave. Chicago IL 60619
Chicago, IL 60619
(41.75580215, -87.60163116)",67,60619,35,2015,Tuesday,-87.6004035,41.7547324,Jul
2015-08-20,Wicker Park,(312) 742-7553,Jumanji,Yes,PG,"1425 N. Damen Avenue Chicago IL 60622
Chicago, IL 60622
(41.90821838, -87.67736053)",25,60622,41,2015,Thursday,-87.6775672,41.9104892,Aug
2015-07-20,Jesse White Community Center and Fieldhouse,"",The Boxtrolls,Yes,PG,"Chicago, IL
(41.89670305, -87.639184)",37,,46,2015,Monday,-87.6393059,41.8968566,Jul
2015-08-08,Schreiber Playground Park,(773) 262-6741,Dr. Seuss' How the Grinch Stole Christmas,No,PG,"1552 W. Schreiber Ave. Chicago IL 60626
Chicago, IL 60626
(41.99901581, -87.66928101)",10,60626,24,2015,Saturday,-87.670083,41.999398,Aug
2015-07-22,Donovan Playground Park,(312) 747-6111,E.T. The Extra-Terrestrial,Yes,PG,"3620 S.Lituanica Ave. Chicago IL 60609
Chicago, IL 60609
(41.82843781, -87.64769745)",58,60609,48,2015,Wednesday,-87.6485635,41.8280984,Jul
2015-07-30,Rainey Park,(773) 284-0696,The Lego Movie,Yes,PG,"4350 W. 79th St. Chicago IL 60652
Chicago, IL 60652
(41.74944687, -87.73049927)",69,60652,30,2015,Thursday,-73.9407026,40.7661129,Jul
2015-09-02,South Shore Cultural Center,(773) 256-0149,Sparkle (1976),Yes,PG,"7059 S. South Shore Dr. Chicago IL 6064960649
(41.76674652, -87.56651306)",39,60649,33,2015,Wednesday,-87.5635963,41.7691802,Sep
2015-06-21,Jonquil Playlot Park,(312) 742-7816,Edward Scissorhands,Yes,PG-13,"1001 W. Wrightwood Ave. Chicago IL 60614
Chicago, IL 60614
(41.92899323, -87.65377045)",68,60614,34,2015,Sunday,-87.6545678,41.9284789,Jun
2015-07-08,Portage Park,(773) 685-7235,Annie (2014),N/A,PG,"4100 N Long Ave Chicago, IL 60641
Chicago, IL 60641
(41.95508957, -87.76216125)",15,60641,19,2015,Wednesday,-87.7645576,41.953217,Jul
2015-08-22,Chopin Park,(773) 685-3247,Angels in the Outfield,Yes,PG,"3420 N. Long Ave. Chicago IL 60641
Chicago, IL 60641
(41.94267654, -87.76173401)",15,60641,21,2015,Saturday,-87.7631735,41.943051,Aug
2015-08-21,Veteran's Memorial Park,(312) 747-6812,Frozen,Yes,PG,"2820 E. 98th St. Chicago IL 60617
Chicago, IL 60617
(41.7172966, -87.55563354)",48,60617,47,2015,Friday,-97.3455909,37.6906639,Aug
2015-07-15,White (Edward H.) Park,(312) 747-7106,Teenage Mutant Ninja Turtles (2014),Yes,PG-13,"1120 W. 122nd St. Chicago IL 60643
Chicago, IL 60643
(41.67224503, -87.6498642)",50,60643,22,2015,Wednesday,-87.650342,41.6727355,Jul
2015-08-18,Paschen Park,(773) 262-5871,Annie (2014),N/A,PG,"1932 W. Lunt Ave. Chicago IL 60626
Chicago, IL 60626
(42.00889969, -87.67923737)",10,60626,5,2015,Tuesday,-87.6798406,42.0091887,Aug
2015-07-09,Gompers Park,(773) 685-3270,Dolphin Tale 2,Yes,PG,"4222 W. Foster Ave. Chicago IL 60630
Chicago, IL 60630
(41.97549438, -87.73486328)",13,60630,38,2015,Thursday,-87.7367788,41.9761424,Jul
2015-08-12,Merrimac Park,(773) 685-3382,Footloose,N/A,PG,"6343 W. Irving Park Rd. Chicago IL 60634
Chicago, IL 60634
(41.95264435, -87.78518677)",17,60634,19,2015,Wednesday,-87.7853429,41.9518985,Aug
2015-07-01,Lincoln Park,(312) 742-7726,The Princess Bride,Yes,PG,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)",68,60614,34,2015,Wednesday,-87.6487783,41.9254701,Jul
2015-08-26,Portage Park,(773) 685-7235,Back to the Future Part II,N/A,PG,"4100 N Long Ave Chicago, IL 60641
Chicago, IL 60641
(41.95508957, -87.76216125)",15,60641,19,2015,Wednesday,-87.7645576,41.953217,Aug
2015-07-15,Sheridan Park,(312) 746-5369,Despicable Me,Yes,PG,"910 S. Aberdeen St. Chicago IL 60607
Chicago, IL 60607
(41.87052536, -87.65449524)",29,60607,26,2015,Wednesday,-87.6548141,41.8707756,Jul
2015-07-02,Fuller Park,(312) 747-6144,Despicable Me 2,Yes,PG,"331 W. 45th St Chicago IL 60609
Chicago, IL 60609
(41.81225204, -87.63460541)",3,60609,9,2015,Thursday,-87.6333765,41.8090919,Jul
2015-06-26,Kathy Osterman Beach,(312) 742-5121,Seven Brides for Seven Brothers,No,G,"5800 N. Lake Shore Drive, Chicago, IL 60660
Chicago, IL 60660
(41.98543743, -87.65284538)",76,60660,16,2015,Friday,-87.6519968,41.9861856,Jun
2015-08-25,Augusta Park,(312) 742-7544,The Karate Kid (2010),Yes,PG,"4433 W Augusta Blvd Chicago, IL 60651
Chicago, IL 60651
(41.89883423, -87.73683929)",24,60651,45,2015,Tuesday,-87.7378657,41.8985515,Aug
2015-08-19,Riis Park,(312) 746-5363,Guardians of the Galaxy,"","","6100 W. Fullerton Ave. Chicago IL 60639
Chicago, IL 60639
(41.92380142, -87.77819824)",19,60639,21,2015,Wednesday,-73.8717702,40.5670695,Aug
2015-08-14,Oakdale Park,(312) 747-6569,Tyler Perry's A Madea Christmas,Yes,PG-13,"965 W. 95th St. Chicago IL 60643
Chicago, IL 60643
(41.72100449, -87.64851379)",72,60643,13,2015,Friday,-97.7451667,32.2394207,Aug
2015-07-25,Lincoln Park,(312) 742-7726,Jaws,Yes,PG-13,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)",68,60614,34,2015,Saturday,-87.6487783,41.9254701,Jul
2015-06-22,Sherwood Park,(773) 256-0926,No Good Deed,N/A,PG-13,"5701 S. Shields Ave. Chicago IL 60621
Chicago, IL 60621
(41.79059219, -87.63406372)",66,60621,4,2015,Monday,-87.634492,41.7899907,Jun
2015-08-23,Lake Shore Park,(312) 742-7891,Insurgent,Yes,PG-13,"808 N Lake Shore Dr Chicago, IL 60611
Chicago, IL 60611
(41.89749146, -87.61992645)",37,60611,11,2015,Sunday,-95.9361817,36.7840061,Aug
2015-08-10,Wilson Frank J. Park,(773) 685-6454,Mamma Mia,Yes,PG-13,"4630 N. Milwaukee Ave. Chicago IL 60630
Chicago, IL 60630
(41.9646492, -87.75836182)",15,60630,50,2015,Monday,-87.7595081,41.9644741,Aug
2015-08-27,Oakdale Park,(312) 747-6569,Annie (2014),N/A,PG,"965 W. 95th St. Chicago IL 60643
Chicago, IL 60643
(41.72100449, -87.64851379)",72,60643,13,2015,Thursday,-97.7451667,32.2394207,Aug
2015-07-30,Wicker Park,(312) 742-7553,Hook,Yes,PG,"1425 N. Damen Avenue Chicago IL 60622
Chicago, IL 60622
(41.90821838, -87.67736053)",25,60622,41,2015,Thursday,-87.6775672,41.9104892,Jul
2015-07-16,Kilbourn Park,(773) 685-3351,Space Jam,Yes,PG,"3501 N. Kilbourn Ave. Chicago IL 60641
Chicago, IL 60641
(41.94442749, -87.73962402)",16,60641,21,2015,Thursday,-87.7389881,41.9440637,Jul
2015-08-17,Kathy Osterman Beach,(312) 742-5121,Clue,No,PG,"5800 N. Lake Shore Drive, Chicago, IL 60660
Chicago, IL 60660
(41.98543743, -87.65284538)",76,60660,16,2015,Monday,-87.6519968,41.9861856,Aug
2015-08-11,North Park Village Nature Center,(312) 744-5472,Winged Migration,"","","5801 N. Pulaski Rd. Chicago IL 60646
Chicago, IL 60646
(41.98551559, -87.7227478)",13,60646,38,2015,Tuesday,-87.7243015,41.988015,Aug
2015-07-01,Gladstone Park,(773) 631-7859,The Sandlot,Yes,PG,"5421 N. Menard Ave. Chicago IL 60630
Chicago, IL 60630
(41.97917175, -87.77305603)",11,60630,50,2015,Wednesday,-87.7728393,41.9788836,Jul
2015-08-05,Minuteman Park,(773) 284-0214,Hairspray,N/A,PG,"5940 S. Central Ave. Chicago IL 60638
Chicago, IL 60638
(41.78416061, -87.76231384)",62,60638,15,2015,Wednesday,-71.3215205,42.4579978,Aug
2015-07-10,Smith Playlot Park,(312) 747-6689,Ride Along,Yes,PG-13,"9912 S. Princeton Ave. Chicago IL 60628
Chicago, IL 60628
(41.71390915, -87.630867)",45,60628,43,2015,Friday,-87.6321067,41.7139329,Jul
